symptom_text,disease
Feeling high fever with body ache lasting 1 week,Influenza
I have body ache with very high temperature for past few days,Influenza
Suffering from Feeling significantly elevated fever with body ache,Influenza
Feeling fever and extreme weakness,Influenza
severe fatigue and hot,Influenza
I've been having Suffering from Recently developed chills with muscle discomfort,Influenza
I have Suffering from Recently developed chills with muscle discomfort,Influenza
I've been having Started experiencing body soreness and chills,Influenza
Suffering from severe pain in head and fever began 1 week back triggered by activity,Influenza
Suffering from severe pain in head and extremely high temperature lasting 2 weeks,Influenza
I've noticed very high fever with body ache,Influenza
sharp fatigue and burning up and it's getting worse,Influenza
Having issues with body ache with dangerously high temperature,Influenza
Having issues with body ache with high temperature started 2 weeks ago worse in the morning,Influenza
I'm experiencing body pain and chills started 2 days ago,Influenza
I suffer from Recently developed chills with muscle pain especially at night,Influenza
significantly elevated temperature chills and weakness for a while now,Influenza
Feeling Experiencing burning up and extreme lack of energy for the last couple of days,Influenza
Feeling Experiencing burning up and extreme fatigue for the last couple of days lasting 2 weeks,Influenza
Feeling very high fever with body ache and it's getting worse,Influenza
I've been having Feeling high fever with body ache and it's getting worse,Influenza
severe head pain and fever for past few days began 1 month back,Influenza
I've noticed Recently developed bad headache and hot for past few days,Influenza
I've been having significantly elevated fever with body ache since this morning,Influenza
I've been having extreme headache and high temperature for several days started couple weeks ago,Influenza
There is high fever with headache,Influenza
high fever with headache lasting 1 week triggered by activity,Influenza
Recently developed dangerously high fever with headache,Influenza
I've been having body ache with high temperature began 1 week back,Influenza
Recently developed severe pain in head and burning up for past few days for the past 2 weeks,Influenza
Recently developed severe sharp pain in head and burning up for past few days,Influenza
There is body ache with high temperature for past few days for a while now began few days back,Influenza
body ache with high temperature for past few days for a while now comes and goes,Influenza
Experiencing hot and extreme fatigue since yesterday worse in the morning,Influenza
elevated temperature and extreme fatigue,Influenza
fever chills and weakness for a while now for the past few days,Influenza
I have fever chills and weakness for a while now,Influenza
Suffering from very high hot with body ache lasting couple weeks,Influenza
I've been having Suffering from high hot with body ache,Influenza
Having issues with muscle pain with temperature worsening gradually,Influenza
I've been having Having issues with muscle pain with temperature,Influenza
muscle pain with fever constant throughout the day,Influenza
I have Been dealing with severe fatigue and fever since this morning,Influenza
I've noticed Feeling high fever with body ache,Influenza
Feeling significantly elevated fever with body ache began 1 month back,Influenza
body ache with high temperature for past few days worsening gradually,Influenza
body ache with high temperature for past few days ongoing for several days,Influenza
Suffering from Feeling high high temperature with body ache gets worse after eating,Influenza
Feeling pyrexia and extreme fatigue,Influenza
severe lack of energy and fever,Influenza
I'm experiencing severe fatigue and fever,Influenza
bowel habits changed pain cramping,Irritable Bowel Syndrome
bloating with abdominal discomfort since yesterday,Irritable Bowel Syndrome
IBS flare cramping bloating,Irritable Bowel Syndrome
bloating with abdominal discomfort,Irritable Bowel Syndrome
Having issues with bloating with abdominal discomfort,Irritable Bowel Syndrome
IBS flare cramping bloating for a while now,Irritable Bowel Syndrome
abdominal pain with bowel changes,Irritable Bowel Syndrome
Recently developed irritable bowel abdominal pain,Irritable Bowel Syndrome
spastic colon abdominal cramping,Irritable Bowel Syndrome
cramping relieved by bowel movement,Irritable Bowel Syndrome
chronic abdominal pain bowel issues,Irritable Bowel Syndrome
stomach cramps with gas bloating,Irritable Bowel Syndrome
IBS flare cramping bloating since yesterday,Irritable Bowel Syndrome
loose stools alternating with constipation for the past few days,Irritable Bowel Syndrome
I'm experiencing functional bowel disorder cramping,Irritable Bowel Syndrome
abdominal pain diarrhea or constipation,Irritable Bowel Syndrome
mucus in stool with cramping,Irritable Bowel Syndrome
mucus in stool with cramping for the past few days,Irritable Bowel Syndrome
stomach cramps with gas bloating since yesterday,Irritable Bowel Syndrome
I have spastic colon abdominal cramping,Irritable Bowel Syndrome
abdominal pain diarrhea or constipation since yesterday,Irritable Bowel Syndrome
Been dealing with cramping relieved by bowel movement,Irritable Bowel Syndrome
IBS symptoms pain bloating diarrhea,Irritable Bowel Syndrome
I'm experiencing cramping relieved by bowel movement,Irritable Bowel Syndrome
functional bowel disorder cramping for the past few days,Irritable Bowel Syndrome
irritable bowel abdominal pain,Irritable Bowel Syndrome
Suffering from irritable bowel abdominal pain,Irritable Bowel Syndrome
abdominal pain frequent bowel movements or constipation for a while now,Irritable Bowel Syndrome
Started experiencing bowel habits changed discomfort cramping,Irritable Bowel Syndrome
diarrhea alternating with constipation,Irritable Bowel Syndrome
diarrhea alternating with constipation since yesterday,Irritable Bowel Syndrome
IBS symptoms pain bloating diarrhea since yesterday,Irritable Bowel Syndrome
Started experiencing IBS symptoms cramping diarrhea,Irritable Bowel Syndrome
Feeling mucus in stool with cramping since this morning,Irritable Bowel Syndrome
abdominal pain with bowel changes and it's getting worse for over a week,Irritable Bowel Syndrome
Feeling stomach cramps with gas bloating,Irritable Bowel Syndrome
I have chronic abdominal ache bowel issues,Irritable Bowel Syndrome
I've been having spastic colon abdominal cramping,Irritable Bowel Syndrome
Recently developed abdominal pain with bowel changes,Irritable Bowel Syndrome
bowel habits changed ache cramping since yesterday,Irritable Bowel Syndrome
Feeling IBS symptoms cramping diarrhea,Irritable Bowel Syndrome
functional bowel disorder cramping,Irritable Bowel Syndrome
IBS symptoms cramping diarrhea,Irritable Bowel Syndrome
I'm experiencing IBS symptoms discomfort bloating diarrhea,Irritable Bowel Syndrome
I'm experiencing chronic abdominal pain bowel issues,Irritable Bowel Syndrome
I've been having bowel habits changed pain cramping,Irritable Bowel Syndrome
bloating with abdominal discomfort since yesterday especially at night,Irritable Bowel Syndrome
I've been having IBS flare cramping bloating,Irritable Bowel Syndrome
IBS flare cramping bloating ongoing for 2 days,Irritable Bowel Syndrome
bloating with abdominal discomfort worsening gradually,Irritable Bowel Syndrome
Having issues with bloating with abdominal discomfort worse in the morning,Irritable Bowel Syndrome
Having issues with bloating with abdominal discomfort since 2 weeks ago,Irritable Bowel Syndrome
IBS flare cramping bloating for a while now gets worse after eating,Irritable Bowel Syndrome
abdominal pain with bowel changes started few days ago,Irritable Bowel Syndrome
chronic abdominal pain bowel issues since 2 weeks ago,Irritable Bowel Syndrome
IBS flare cramping bloating since yesterday suddenly appeared,Irritable Bowel Syndrome
I'm experiencing functional bowel disorder cramping began several days back,Irritable Bowel Syndrome
mucus in stool with cramping lasting 3 days,Irritable Bowel Syndrome
stomach cramps with gas bloating since yesterday especially at night,Irritable Bowel Syndrome
abdominal pain diarrhea or constipation since yesterday triggered by activity,Irritable Bowel Syndrome
